# In-corpus citations over papers/ (task-012). Authoritative file;
# the in-corpus column of citations-2201.02177.txt mirrors it.
# Edge rule D1-A: arXiv id anywhere in the citing paper's stored original/
#   Markdown, OR normalized title (60-char prefix for long titles) inside
#   the bibliography region; manual adjudications live in
#   .claude/skills/import-paper-card/scripts/count_incorpus.py (the
#   generator; rerun it with --write to refresh both files).
# Residual error: citations by venue name only (no arXiv id, no verbatim
#   title) are undetectable and missing here.
# Columns: arxiv-id<TAB>in-corpus-citations<TAB>citing-corpus-ids<TAB>counted-at
2309.02390	85	2310.02541 2310.03789 2310.05918 2310.06110 2310.17247 2310.19470 2311.06597 2311.18817 2312.06581 2401.10463 2402.09469 2402.15175 2402.15555 2402.16726 2403.03942 2404.16367 2405.12755 2405.15071 2405.17479 2407.12332 2407.20199 2411.00247 2411.03541 2412.04619 2412.09810 2412.10898 2501.04697 2502.01739 2503.10483 2504.12700 2504.13292 2504.20752 2505.11411 2505.15624 2505.20076 2506.04434 2506.05718 2506.12284 2506.13688 2506.23286 2507.20057 2507.23346 2509.06931 2509.10562 2509.20829 2509.21519 2510.04930 2510.25791 2511.04760 2512.03437 2601.03162 2601.09049 2601.19791 2602.02859 2602.06702 2602.16746 2602.18523 2602.18649 2602.22600 2603.01968 2603.13331 2603.15492 2603.29262 2604.13082 2604.13123 2604.17673 2605.08237 2605.09724 2605.14659 2605.20441 2605.28975 2606.05863 2606.12966 2606.13753 2606.18465 2606.20737 2606.26050 2607.04333 2607.05104 2607.06628 2607.06639 2607.11666 2607.20512 2608.01833 2608.07436	2026-08-25
2309.03800	1	2311.07568	2026-08-25
2310.02541	24	2311.18817 2312.06581 2402.09469 2402.15555 2402.16726 2405.17479 2407.12332 2408.08944 2408.11804 2410.04489 2503.23298 2504.12700 2504.13292 2505.20172 2506.05718 2506.13688 2507.20057 2509.06931 2509.20829 2509.21519 2601.08316 2601.19791 2601.22450 2605.18022	2026-08-25
2310.03789	29	2310.19470 2312.06581 2402.09469 2402.16726 2406.06158 2407.12332 2410.04489 2501.04697 2502.01739 2502.21009 2503.10483 2503.23298 2505.11411 2506.05718 2506.12284 2507.23346 2509.06931 2509.20829 2509.21519 2511.04760 2511.12768 2603.01192 2603.24746 2604.19740 2605.08464 2605.09724 2606.17120 2606.18465 2607.13749	2026-08-25
2310.05918	11	2310.17247 2310.19470 2402.16726 2408.08944 2502.01739 2503.10483 2504.12700 2506.05718 2507.23346 2509.20829 2605.16325	2026-08-25
2310.06110	69	2310.17247 2310.19470 2311.18817 2312.06581 2402.09469 2402.10688 2402.16726 2405.17479 2406.06158 2407.12332 2407.20199 2408.08944 2408.11804 2410.04489 2411.00247 2411.03541 2501.02436 2501.04697 2502.01739 2502.01774 2502.21009 2503.10065 2503.23298 2504.13292 2504.17243 2505.11411 2505.15624 2505.18266 2505.20172 2506.05718 2506.12284 2506.13688 2506.23286 2507.20057 2509.06931 2509.17738 2509.20829 2509.21519 2510.04930 2511.04760 2601.03162 2601.19791 2601.22450 2602.06702 2602.08302 2602.16746 2602.18523 2602.19533 2603.01192 2603.01968 2603.15492 2603.25009 2604.13082 2604.13123 2604.17673 2605.06152 2605.08119 2605.08464 2605.09724 2605.15787 2605.20441 2606.05863 2606.12966 2606.13753 2606.18465 2607.05104 2607.06639 2607.13749 2608.01833	2026-08-25
2310.11282	0	-	2026-08-25
2310.12956	1	2506.13688	2026-08-25
2310.12977	2	2405.20233 2504.20752	2026-08-25
2310.16441	21	2310.17247 2311.18817 2402.10688 2402.16726 2407.12332 2410.04489 2411.00247 2502.01774 2502.21009 2503.23298 2506.05718 2509.20829 2510.04930 2511.04760 2601.19791 2602.08302 2602.12039 2602.19533 2603.01968 2604.12434 2606.17120	2026-08-25
